"Username","Response.Response","Stimuli.Answer","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Procedure.Shuffle.1","Response.RT"
"w10162598_SNJ","fight","fight",3,"Read","feud","Study2","F","Study Phase","Recall1",9883
"w10166105PM","fight","fight",3,"Read","feud","Study2","F","Study Phase","Recall1",5088
"w10167317_hms","fight","fight",3,"Read","feud","Study2","F","Study Phase","Recall1",2015
"w1016751slc","familu ","fight",3,"Read","feud","Study2","F","Study Phase","Recall1",2556
"w10168496_hah","fight","fight",3,"Read","feud","Study2","F","Study Phase","Recall1",2603
"w10181443km","","fight",3,"Read","feud","Study2","F","Study Phase","Recall1",815
"w10188493_yjj","sad","fight",3,"Read","feud","Study2","F","Study Phase","Recall1",4986
"w10193069_sc","fight","fight",3,"Read","feud","Study2","F","Study Phase","Recall1",2502
"10120923LH","sad","car",3,"Read","happy","Study2","U","Study Phase","Recall1",1416
"10129650KM","sad","car",3,"Read","happy","Study2","U","Study Phase","Recall1",2372
"10138868CH","noise","car",3,"Read","happy","Study2","U","Study Phase","Recall1",2452
"10163652TLW","guess","car",3,"Read","happy","Study2","U","Study Phase","Recall1",4893
"10177695TW","car","car",3,"Read","happy","Study2","U","Study Phase","Recall1",42057
"10180633GS","","car",3,"Read","happy","Study2","U","Study Phase","Recall1",1814
"w10059303_oms","corn","car",3,"Read","happy","Study2","U","Study Phase","Recall1",4826
"w10066961_rl","","car",3,"Read","happy","Study2","U","Study Phase","Recall1",1386
"w10085218KGC","","car",3,"Read","happy","Study2","U","Study Phase","Recall1",5918
"w10099070AB","sad","car",3,"Read","happy","Study2","U","Study Phase","Recall1",3920
"w10099139_AB","sad","car",3,"Read","happy","Study2","U","Study Phase","Recall1",3448
"w10118240","","car",3,"Read","happy","Study2","U","Study Phase","Recall1",1412
"w10121373","","car",3,"Read","happy","Study2","U","Study Phase","Recall1",2006
"w10139706","car","car",3,"Read","happy","Study2","U","Study Phase","Recall1",3655
"w10140719_esr","","car",3,"Read","happy","Study2","U","Study Phase","Recall1",2490
"w10141507To","sad","car",3,"Read","happy","Study2","U","Study Phase","Recall1",2027
"w10141560_FG","sad","car",3,"Read","happy","Study2","U","Study Phase","Recall1",2591
"w10141665_ljd","car","car",3,"Read","happy","Study2","U","Study Phase","Recall1",1756
"w10145939_jej","car","car",3,"Read","happy","Study2","U","Study Phase","Recall1",1637
"w10146497_lmk","day","car",3,"Read","happy","Study2","U","Study Phase","Recall1",3721
"w10147723_ifv","car","car",3,"Read","happy","Study2","U","Study Phase","Recall1",2254
"w10154561DH","emotion","car",3,"Read","happy","Study2","U","Study Phase","Recall1",7238
"w10157910IN","car","car",3,"Read","happy","Study2","U","Study Phase","Recall1",2757
"w10161911MW","","car",3,"Read","happy","Study2","U","Study Phase","Recall1",3579
"w10162598_SNJ","sad","car",3,"Read","happy","Study2","U","Study Phase","Recall1",4105
"w10166105PM","","car",3,"Read","happy","Study2","U","Study Phase","Recall1",4923
"w10167317_hms","sad","car",3,"Read","happy","Study2","U","Study Phase","Recall1",1760
"w1016751slc","sad ","car",3,"Read","happy","Study2","U","Study Phase","Recall1",11984
"w10168496_hah","smile","car",3,"Read","happy","Study2","U","Study Phase","Recall1",2626
"w10181443km","","car",3,"Read","happy","Study2","U","Study Phase","Recall1",907
"w10188493_yjj","smile","car",3,"Read","happy","Study2","U","Study Phase","Recall1",6661
"w10193069_sc","car","car",3,"Read","happy","Study2","U","Study Phase","Recall1",3020
"10120923LH","sheep","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",4440
"10129650KM","annouce","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",5751
"10138868CH","sheep","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",3179
"10163652TLW","cattle","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",3475
"10177695TW","cow","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",16184
"10180633GS","","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",606
"w10059303_oms","grab","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",17421
"w10066961_rl","","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",1493
"w10085218KGC","cow","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",5557
"w10099070AB","cow","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",3626
"w10099139_AB","cattle","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",12230
"w10118240","cow","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",2902
"w10121373","sheep","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",3902
"w10139706","cow","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",2885
"w10140719_esr","cow","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",1708
"w10141507To","sheep","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",8192
"w10141560_FG","cow","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",1653
"w10141665_ljd","cow","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",1935
"w10145939_jej","cow","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",1787
"w10146497_lmk","cows","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",2215
"w10147723_ifv","cow","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",1697
"w10154561DH","cow","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",3208
"w10157910IN","cow","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",2463
"w10161911MW","cow","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",5261
"w10162598_SNJ","cows","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",5955
"w10166105PM","cow","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",1472
"w10167317_hms","cows","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",3107
"w1016751slc","cpws","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",2316
"w10168496_hah","cows","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",1701
"w10181443km","cow","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",1324
"w10188493_yjj","group","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",3581
"w10193069_sc","cow","cow",3,"Read","herd","Study2","F","Study Phase","Recall1",5659
"10120923LH","nest","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",2130
"10129650KM","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",3903
"10138868CH","gold","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",2340
"10163652TLW","skull","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",4037
"10177695TW","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",8459
"10180633GS","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",1801
"w10059303_oms","nest","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",3870
"w10066961_rl","bug","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",3596
"w10085218KGC","nest","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",5365
"w10099070AB","wasp","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",4500
"w10099139_AB","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",3252
"w10118240","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",2044
"w10121373","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",2055
"w10139706","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",3840
"w10140719_esr","","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",1001
"w10141507To","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",5075
"w10141560_FG","bug","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",2063
"w10141665_ljd","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",2973
"w10145939_jej","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",2224
"w10146497_lmk","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",14603
"w10147723_ifv","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",1967
"w10154561DH","bug","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",3805
"w10157910IN","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",3068
"w10161911MW","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",8187
"w10162598_SNJ","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",5486
"w10166105PM","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",2539
"w10167317_hms","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",2555
"w1016751slc","bee","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",1748
"w10168496_hah","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",13003
"w10181443km","nest","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",3452
"w10188493_yjj","wasp","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",3038
"w10193069_sc","sting","sting",3,"Read","hornet","Study2","F","Study Phase","Recall1",4091
"10120923LH","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",3021
"10129650KM","","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",315
"10138868CH","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",1883
"10163652TLW","guess","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",3824
"10177695TW","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",76317
"10180633GS","","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",1040
"w10059303_oms","","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",11368
"w10066961_rl","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",4197
"w10085218KGC","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",4297
"w10099070AB","","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",900
"w10099139_AB","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",12181
"w10118240","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",1833
"w10121373","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",2987
"w10139706","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",4151
"w10140719_esr","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",5056
"w10141507To","scent","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",4940
"w10141560_FG","candle","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",3369
"w10141665_ljd","gift","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",21276
"w10145939_jej","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",2045
"w10146497_lmk","scent","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",12069
"w10147723_ifv","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",1938
"w10154561DH","scent","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",3590
"w10157910IN","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",1805
"w10161911MW","scent","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",3861
"w10162598_SNJ","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",4398
"w10166105PM","","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",2048
"w10167317_hms","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",2665
"w1016751slc","flowe","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",3589
"w10168496_hah","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",2718
"w10181443km","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",2107
"w10188493_yjj","smoke","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",3048
"w10193069_sc","smell","smell",3,"Read","incense","Study2","F","Study Phase","Recall1",1954
"10120923LH","sand","reality",3,"Read","island","Study2","M","Study Phase","Recall1",2172
"10129650KM","city","reality",3,"Read","island","Study2","M","Study Phase","Recall1",4199
"10138868CH","reality","reality",3,"Read","island","Study2","M","Study Phase","Recall1",2934
"10163652TLW","crowd","reality",3,"Read","island","Study2","M","Study Phase","Recall1",6264
"10177695TW","reality","reality",3,"Read","island","Study2","M","Study Phase","Recall1",17891
"10180633GS","reality","reality",3,"Read","island","Study2","M","Study Phase","Recall1",3673
"w10059303_oms","survive","reality",3,"Read","island","Study2","M","Study Phase","Recall1",7980
"w10066961_rl","","reality",3,"Read","island","Study2","M","Study Phase","Recall1",1238
"w10085218KGC","storm","reality",3,"Read","island","Study2","M","Study Phase","Recall1",18206
"w10099070AB","party","reality",3,"Read","island","Study2","M","Study Phase","Recall1",4083
"w10099139_AB","water","reality",3,"Read","island","Study2","M","Study Phase","Recall1",4277
"w10118240","reality","reality",3,"Read","island","Study2","M","Study Phase","Recall1",5041
"w10121373","reality","reality",3,"Read","island","Study2","M","Study Phase","Recall1",5211
"w10139706","water","reality",3,"Read","island","Study2","M","Study Phase","Recall1",4224
"w10140719_esr","reality","reality",3,"Read","island","Study2","M","Study Phase","Recall1",2293
"w10141507To","nature","reality",3,"Read","island","Study2","M","Study Phase","Recall1",2020
"w10141560_FG","","reality",3,"Read","island","Study2","M","Study Phase","Recall1",1394
"w10141665_ljd","reality","reality",3,"Read","island","Study2","M","Study Phase","Recall1",2320
"w10145939_jej","land","reality",3,"Read","island","Study2","M","Study Phase","Recall1",5242
"w10146497_lmk","reality","reality",3,"Read","island","Study2","M","Study Phase","Recall1",2897
"w10147723_ifv","paradise","reality",3,"Read","island","Study2","M","Study Phase","Recall1",3519
"w10154561DH","reality","reality",3,"Read","island","Study2","M","Study Phase","Recall1",3381
"w10157910IN","hawaii","reality",3,"Read","island","Study2","M","Study Phase","Recall1",3091
"w10161911MW","reality","reality",3,"Read","island","Study2","M","Study Phase","Recall1",6650
"w10162598_SNJ","reality","reality",3,"Read","island","Study2","M","Study Phase","Recall1",4771
"w10166105PM","","reality",3,"Read","island","Study2","M","Study Phase","Recall1",1146
"w10167317_hms","reality","reality",3,"Read","island","Study2","M","Study Phase","Recall1",3651
"w1016751slc","pacific ","reality",3,"Read","island","Study2","M","Study Phase","Recall1",6101
"w10168496_hah","reality","reality",3,"Read","island","Study2","M","Study Phase","Recall1",3698
"w10181443km","","reality",3,"Read","island","Study2","M","Study Phase","Recall1",1505
"w10188493_yjj","","reality",3,"Read","island","Study2","M","Study Phase","Recall1",1694
"w10193069_sc","reality","reality",3,"Read","island","Study2","M","Study Phase","Recall1",6551
"10120923LH","crown","vase",3,"Read","king","Study2","U","Study Phase","Recall1",2763
"10129650KM","","vase",3,"Read","king","Study2","U","Study Phase","Recall1",3488
"10138868CH","queen","vase",3,"Read","king","Study2","U","Study Phase","Recall1",5920
"10163652TLW","guess","vase",3,"Read","king","Study2","U","Study Phase","Recall1",2794
"10177695TW","vase","vase",3,"Read","king","Study2","U","Study Phase","Recall1",7960
"10180633GS","","vase",3,"Read","king","Study2","U","Study Phase","Recall1",891
"w10059303_oms","vase","vase",3,"Read","king","Study2","U","Study Phase","Recall1",3594
"w10066961_rl","","vase",3,"Read","king","Study2","U","Study Phase","Recall1",1490
"w10085218KGC","","vase",3,"Read","king","Study2","U","Study Phase","Recall1",12482
"w10099070AB","sword","vase",3,"Read","king","Study2","U","Study Phase","Recall1",4221
"w10099139_AB","candy","vase",3,"Read","king","Study2","U","Study Phase","Recall1",4531
"w10118240","","vase",3,"Read","king","Study2","U","Study Phase","Recall1",1939
"w10121373","","vase",3,"Read","king","Study2","U","Study Phase","Recall1",2220
"w10139706","crown","vase",3,"Read","king","Study2","U","Study Phase","Recall1",4550
"w10140719_esr","","vase",3,"Read","king","Study2","U","Study Phase","Recall1",1356
"w10141507To","titan","vase",3,"Read","king","Study2","U","Study Phase","Recall1",3269
"w10141560_FG","queen","vase",3,"Read","king","Study2","U","Study Phase","Recall1",2236
"w10141665_ljd","vase","vase",3,"Read","king","Study2","U","Study Phase","Recall1",2544
"w10145939_jej","queen","vase",3,"Read","king","Study2","U","Study Phase","Recall1",2117
"w10146497_lmk","vase","vase",3,"Read","king","Study2","U","Study Phase","Recall1",3375
"w10147723_ifv","lion","vase",3,"Read","king","Study2","U","Study Phase","Recall1",2357
"w10154561DH","ruler","vase",3,"Read","king","Study2","U","Study Phase","Recall1",3588
"w10157910IN","vase","vase",3,"Read","king","Study2","U","Study Phase","Recall1",2131
"w10161911MW","","vase",3,"Read","king","Study2","U","Study Phase","Recall1",3249
"w10162598_SNJ","vase","vase",3,"Read","king","Study2","U","Study Phase","Recall1",6289
"w10166105PM","","vase",3,"Read","king","Study2","U","Study Phase","Recall1",1547
"w10167317_hms","queen","vase",3,"Read","king","Study2","U","Study Phase","Recall1",4233
"w1016751slc","queen","vase",3,"Read","king","Study2","U","Study Phase","Recall1",3017
"w10168496_hah","queen","vase",3,"Read","king","Study2","U","Study Phase","Recall1",2886
"w10181443km","","vase",3,"Read","king","Study2","U","Study Phase","Recall1",825
"w10188493_yjj","crown","vase",3,"Read","king","Study2","U","Study Phase","Recall1",5295
"w10193069_sc","vase","vase",3,"Read","king","Study2","U","Study Phase","Recall1",19372
"10120923LH","door","window",3,"Read","knob","Study2","M","Study Phase","Recall1",1583
"10129650KM","door","window",3,"Read","knob","Study2","M","Study Phase","Recall1",2929
"10138868CH","bell","window",3,"Read","knob","Study2","M","Study Phase","Recall1",2060
"10163652TLW","turn","window",3,"Read","knob","Study2","M","Study Phase","Recall1",3205
"10177695TW","window","window",3,"Read","knob","Study2","M","Study Phase","Recall1",11872
"10180633GS","door","window",3,"Read","knob","Study2","M","Study Phase","Recall1",1792
"w10059303_oms","turn","window",3,"Read","knob","Study2","M","Study Phase","Recall1",3261
"w10066961_rl","door","window",3,"Read","knob","Study2","M","Study Phase","Recall1",3750
"w10085218KGC","door","window",3,"Read","knob","Study2","M","Study Phase","Recall1",3749
"w10099070AB","","window",3,"Read","knob","Study2","M","Study Phase","Recall1",1650
"w10099139_AB","turn","window",3,"Read","knob","Study2","M","Study Phase","Recall1",3930
"w10118240","window","window",3,"Read","knob","Study2","M","Study Phase","Recall1",3776
"w10121373","open","window",3,"Read","knob","Study2","M","Study Phase","Recall1",3209
"w10139706","door","window",3,"Read","knob","Study2","M","Study Phase","Recall1",2455
"w10140719_esr","door","window",3,"Read","knob","Study2","M","Study Phase","Recall1",1864
"w10141507To","turn","window",3,"Read","knob","Study2","M","Study Phase","Recall1",2116
"w10141560_FG","door","window",3,"Read","knob","Study2","M","Study Phase","Recall1",1658
"w10141665_ljd","window","window",3,"Read","knob","Study2","M","Study Phase","Recall1",1426
"w10145939_jej","window","window",3,"Read","knob","Study2","M","Study Phase","Recall1",3592
"w10146497_lmk","handle","window",3,"Read","knob","Study2","M","Study Phase","Recall1",4049
"w10147723_ifv","window","window",3,"Read","knob","Study2","M","Study Phase","Recall1",3159
"w10154561DH","door","window",3,"Read","knob","Study2","M","Study Phase","Recall1",2999
"w10157910IN","window","window",3,"Read","knob","Study2","M","Study Phase","Recall1",2268
"w10161911MW","window","window",3,"Read","knob","Study2","M","Study Phase","Recall1",3464
"w10162598_SNJ","window","window",3,"Read","knob","Study2","M","Study Phase","Recall1",10584
"w10166105PM","","window",3,"Read","knob","Study2","M","Study Phase","Recall1",2720
"w10167317_hms","door","window",3,"Read","knob","Study2","M","Study Phase","Recall1",2112
"w1016751slc","door","window",3,"Read","knob","Study2","M","Study Phase","Recall1",2607
"w10168496_hah","window","window",3,"Read","knob","Study2","M","Study Phase","Recall1",1983
"w10181443km","door","window",3,"Read","knob","Study2","M","Study Phase","Recall1",2274
"w10188493_yjj","door","window",3,"Read","knob","Study2","M","Study Phase","Recall1",4214
"w10193069_sc","window","window",3,"Read","knob","Study2","M","Study Phase","Recall1",32496
"10120923LH","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",1932
"10129650KM","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",3317
"10138868CH","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",2472
"10163652TLW","guess","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",3255
"10177695TW","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",16462
"10180633GS","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",2364
"w10059303_oms","doctor","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",8424
"w10066961_rl","","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",2239
"w10085218KGC","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",5064
"w10099070AB","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",4755
"w10099139_AB","attorney","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",10475
"w10118240","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",2702
"w10121373","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",2820
"w10139706","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",4920
"w10140719_esr","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",2669
"w10141507To","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",3563
"w10141560_FG","","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",1108
"w10141665_ljd","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",2140
"w10145939_jej","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",2179
"w10146497_lmk","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",2943
"w10147723_ifv","law","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",1535
"w10154561DH","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",5616
"w10157910IN","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",5289
"w10161911MW","doctor","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",6501
"w10162598_SNJ","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",4020
"w10166105PM","","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",1672
"w10167317_hms","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",3080
"w1016751slc","law","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",2371
"w10168496_hah","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",2008
"w10181443km","nurse","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",2195
"w10188493_yjj","","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",4026
"w10193069_sc","attorny","nurse",3,"Read","lawyer","Study2","M","Study Phase","Recall1",13874
"10120923LH","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",3133
"10129650KM","little","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",4327
"10138868CH","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",4738
"10163652TLW","little","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",3235
"10177695TW","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",15246
"10180633GS","","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",808
"w10059303_oms","game","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",3935
"w10066961_rl","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",4280
"w10085218KGC","","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",5860
"w10099070AB","leak","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",7343
"w10099139_AB","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",4871
"w10118240","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",3514
"w10121373","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",2639
"w10139706","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",5689
"w10140719_esr","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",2733
"w10141507To","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",3369
"w10141560_FG","","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",1146
"w10141665_ljd","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",3468
"w10145939_jej","sport","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",2760
"w10146497_lmk","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",2695
"w10147723_ifv","baseba;;","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",2418
"w10154561DH","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",4749
"w10157910IN","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",3055
"w10161911MW","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",4639
"w10162598_SNJ","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",14427
"w10166105PM","","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",12559
"w10167317_hms","ball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",2182
"w1016751slc","game ","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",3944
"w10168496_hah","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",3250
"w10181443km","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",2161
"w10188493_yjj","tennis","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",2768
"w10193069_sc","baseball","baseball",3,"Read","league","Study2","F","Study Phase","Recall1",9011
"10120923LH","fease","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",2250
"10129650KM","red","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",3131
"10138868CH","vail","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",3349
"10163652TLW","guess","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",2550
"10177695TW","toil","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",18906
"10180633GS","","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",868
"w10059303_oms","firm","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",6457
"w10066961_rl","","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",1041
"w10085218KGC","","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",4954
"w10099070AB","","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",1270
"w10099139_AB","toil","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",2816
"w10118240","","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",4136
"w10121373","","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",15579
"w10139706","apartment","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",4689
"w10140719_esr","","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",2238
"w10141507To","paper","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",3201
"w10141560_FG","","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",2275
"w10141665_ljd","toil","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",2427
"w10145939_jej","money","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",2632
"w10146497_lmk","","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",2856
"w10147723_ifv","foil","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",3566
"w10154561DH","","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",7617
"w10157910IN","house","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",2579
"w10161911MW","","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",1757
"w10162598_SNJ","rent","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",4233
"w10166105PM","","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",2208
"w10167317_hms","idk","toil",3,"Read","lease","Study2","U","Study Phase","Recall1",4350
